record_id,timestamp,junction_id,junction_name,day_type,is_festival,weather_condition,is_rain,rainfall_mm,temperature_c,visibility_m,is_accident,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
WX525310,2025-09-03 17:07:54,J010,Shivajinagar,Weekday,False,Rain,True,8.7,26.5,352.0,False,0.996,9.6,67.0,305.5,0.124,0.286,0.845,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525311,2025-12-14 10:48:52,J035,Domlur,Weekend,False,Clear,False,0.0,22.7,2400.0,False,0.409,33.6,33.1,81.1,0.09,0.208,0.966,Moderate traffic flow - standard adaptive signal timing in effect
WX525312,2025-10-09 22:48:06,J026,Hosur Road,Weekday,False,Clear,False,0.0,22.8,2135.0,False,0.16,33.7,3.8,81.6,0.07,0.162,0.958,Normal free-flow traffic - standard signal timing maintained
WX525313,2025-10-28 10:01:54,J028,Tumkur Road,Weekday,False,Heavy Rain,True,28.0,22.3,182.0,False,1.0,9.4,63.1,380.0,0.157,0.363,0.892,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525314,2025-11-18 10:07:48,J034,Ulsoor,Weekday,False,Clear,False,0.0,21.8,2316.0,False,0.716,17.6,45.3,321.6,0.2,0.462,0.946,Moderate traffic flow - standard adaptive signal timing in effect
WX525315,2026-01-22 18:06:32,J019,RT Nagar,Weekday,False,Clear,False,0.0,26.0,2823.0,False,0.918,13.2,58.7,254.1,0.136,0.314,0.954,Heavy congestion detected - signal timing extended and reroute suggested
WX525316,2026-06-17 12:20:16,J032,Richmond Circle,Weekday,False,Heavy Rain,True,57.4,23.4,236.0,False,0.778,10.8,46.4,216.0,0.101,0.233,0.881,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525317,2025-07-25 19:05:50,J010,Shivajinagar,Weekday,False,Light Rain,True,6.2,22.3,474.0,False,1.0,9.2,67.6,437.8,0.178,0.411,0.881,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525318,2025-08-31 16:01:33,J001,Silk Board,Weekend,False,Clear,False,0.0,26.3,2444.0,False,0.299,31.0,22.2,69.5,0.051,0.118,0.988,Moderate traffic flow - standard adaptive signal timing in effect
WX525319,2026-05-27 17:38:40,J018,Nagawara,Weekday,False,Clear,False,0.0,29.5,2163.0,False,0.884,12.5,54.5,288.2,0.146,0.337,0.935,Heavy congestion detected - signal timing extended and reroute suggested
WX525320,2025-03-24 15:35:02,J033,Trinity Circle,Weekday,False,Clear,False,0.0,30.3,2284.0,False,0.223,36.3,15.2,93.0,0.085,0.196,0.975,Normal free-flow traffic - standard signal timing maintained
WX525321,2026-02-19 10:56:05,J002,Marathahalli,Weekday,False,Clear,False,0.0,22.4,1314.0,False,0.431,19.7,26.3,131.5,0.077,0.178,0.972,Moderate traffic flow - standard adaptive signal timing in effect
WX525322,2025-03-22 17:12:32,J012,Koramangala Sony World,Weekend,False,Clear,False,0.0,30.2,3000.0,False,0.475,26.2,34.6,173.2,0.12,0.277,0.987,Moderate traffic flow - standard adaptive signal timing in effect
WX525323,2026-01-27 15:30:18,J022,Rajajinagar,Weekday,True,Clear,False,0.0,23.9,1918.0,False,0.422,31.7,31.1,153.3,0.117,0.27,0.937,Moderate traffic flow - standard adaptive signal timing in effect
WX525324,2025-09-14 16:50:52,J015,Bellandur,Weekend,False,Clear,False,0.0,28.7,2184.0,False,0.553,23.7,45.6,230.4,0.178,0.411,0.956,Moderate traffic flow - standard adaptive signal timing in effect
WX525325,2025-06-28 19:18:55,J002,Marathahalli,Weekend,False,Clear,False,0.0,26.0,2268.0,False,0.643,20.3,47.6,131.0,0.082,0.189,0.971,Moderate traffic flow - standard adaptive signal timing in effect
WX525326,2026-04-06 18:39:16,J008,Jayanagar 4th Block,Weekday,False,Clear,False,0.0,30.0,2155.0,False,0.984,9.9,63.4,357.3,0.14,0.323,0.918,Heavy congestion detected - signal timing extended and reroute suggested
WX525327,2025-05-10 21:45:50,J008,Jayanagar 4th Block,Weekend,False,Clear,False,0.0,27.2,2580.0,False,0.167,36.0,7.2,71.5,0.042,0.097,0.981,Normal free-flow traffic - standard signal timing maintained
WX525328,2026-03-02 16:11:39,J022,Rajajinagar,Weekday,False,Clear,False,0.0,31.4,2014.0,False,0.448,28.0,32.3,147.6,0.129,0.298,0.977,Moderate traffic flow - standard adaptive signal timing in effect
WX525329,2025-11-11 17:23:12,J039,KR Market,Weekday,False,Clear,False,0.0,26.0,2478.0,False,0.769,11.4,52.5,286.8,0.118,0.273,0.939,Heavy congestion detected - signal timing extended and reroute suggested
WX525330,2026-06-28 08:34:19,J008,Jayanagar 4th Block,Weekend,False,Clear,False,0.0,22.3,2384.0,False,0.639,24.8,40.9,119.5,0.085,0.196,0.981,Moderate traffic flow - standard adaptive signal timing in effect
WX525331,2025-03-16 19:25:21,J027,Mysore Road,Weekend,False,Clear,False,0.0,31.4,2176.0,False,0.688,23.5,42.3,170.7,0.128,0.296,0.979,Moderate traffic flow - standard adaptive signal timing in effect
WX525332,2026-01-28 14:52:37,J023,Basavanagudi,Weekday,False,Clear,False,0.0,25.5,2196.0,False,0.218,35.1,12.8,123.7,0.136,0.314,0.975,Normal free-flow traffic - standard signal timing maintained
WX525333,2026-04-20 18:16:44,J020,Malleshwaram Circle,Weekday,False,Clear,False,0.0,31.5,1352.0,False,1.0,9.3,68.3,152.7,0.054,0.125,0.922,Heavy congestion detected - signal timing extended and reroute suggested
WX525334,2025-01-23 21:30:41,J015,Bellandur,Weekday,False,Clear,False,0.0,19.7,2936.0,False,0.327,35.0,21.0,43.0,0.042,0.097,0.959,Moderate traffic flow - standard adaptive signal timing in effect
WX525335,2025-07-26 18:18:39,J032,Richmond Circle,Weekend,False,Clear,False,0.0,25.4,1970.0,False,0.737,15.8,51.4,226.4,0.136,0.314,0.963,Moderate traffic flow - standard adaptive signal timing in effect
WX525336,2026-01-24 11:19:43,J016,Sarjapur Road,Weekend,False,Clear,False,0.0,21.4,2399.0,False,0.191,37.5,17.1,64.4,0.064,0.148,0.925,Normal free-flow traffic - standard signal timing maintained
WX525337,2025-03-26 07:21:13,J021,Vijayanagar,Weekday,False,Clear,False,0.0,24.0,2176.0,False,0.589,22.5,43.0,191.0,0.136,0.314,0.967,Moderate traffic flow - standard adaptive signal timing in effect
WX525338,2025-10-09 08:52:29,J002,Marathahalli,Weekday,False,Light Rain,True,7.0,20.0,408.0,False,1.0,8.9,63.9,181.1,0.089,0.206,0.864,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525339,2025-02-02 17:48:02,J011,Indiranagar 100ft Road,Weekend,False,Clear,False,0.0,26.6,1729.0,False,0.647,18.3,37.4,123.8,0.059,0.136,0.99,Moderate traffic flow - standard adaptive signal timing in effect
WX525340,2025-02-07 08:15:07,J013,HSR BDA Complex,Weekday,False,Clear,False,0.0,22.9,2025.0,False,0.83,11.5,55.7,411.6,0.159,0.367,0.973,Heavy congestion detected - signal timing extended and reroute suggested
WX525341,2025-06-18 10:53:36,J014,Electronic City Toll,Weekday,False,Clear,False,0.0,25.6,2126.0,False,0.468,25.7,28.4,167.7,0.115,0.266,0.966,Moderate traffic flow - standard adaptive signal timing in effect
WX525342,2025-12-03 09:16:55,J006,Tin Factory,Weekday,False,Clear,False,0.0,19.5,2028.0,False,0.992,9.7,57.1,522.9,0.204,0.471,0.932,Heavy congestion detected - signal timing extended and reroute suggested
WX525343,2025-08-16 16:18:00,J006,Tin Factory,Weekend,True,Heavy Rain,True,68.2,24.8,218.0,False,1.0,8.8,69.6,235.5,0.098,0.226,0.804,Festival crowd surge detected - alternate route and extended cycle recommended
WX525344,2025-02-02 14:53:17,J035,Domlur,Weekend,False,Clear,False,0.0,27.0,2125.0,False,0.172,35.2,12.4,88.6,0.087,0.201,0.972,Normal free-flow traffic - standard signal timing maintained
WX525345,2025-06-25 18:31:50,J019,RT Nagar,Weekday,False,Clear,False,0.0,26.1,1659.0,False,0.991,9.4,62.3,481.3,0.194,0.448,0.897,Heavy congestion detected - signal timing extended and reroute suggested
WX525346,2025-11-04 18:23:11,J022,Rajajinagar,Weekday,False,Light Rain,True,1.2,24.3,488.0,False,1.0,9.2,73.5,533.1,0.208,0.48,0.871,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525347,2025-12-06 11:20:40,J029,Old Airport Road,Weekend,False,Clear,False,0.0,23.1,2297.0,False,0.25,36.1,17.4,92.5,0.087,0.201,0.971,Moderate traffic flow - standard adaptive signal timing in effect
WX525348,2025-02-22 08:03:46,J024,JP Nagar,Weekend,False,Clear,False,0.0,21.7,2487.0,False,0.539,27.3,32.7,179.8,0.143,0.33,0.976,Moderate traffic flow - standard adaptive signal timing in effect
WX525349,2026-05-01 18:01:39,J002,Marathahalli,Weekday,True,Clear,False,0.0,29.1,2266.0,False,1.0,8.3,67.9,264.3,0.11,0.254,0.873,Festival crowd surge detected - alternate route and extended cycle recommended
WX525350,2026-05-25 09:18:05,J012,Koramangala Sony World,Weekday,False,Clear,False,0.0,26.5,1735.0,False,0.907,12.6,55.0,299.4,0.142,0.328,0.933,Heavy congestion detected - signal timing extended and reroute suggested
WX525351,2025-05-20 21:06:06,J017,Whitefield ITPL,Weekday,False,Clear,False,0.0,25.9,2505.0,False,0.386,38.3,27.8,126.1,0.136,0.314,0.987,Moderate traffic flow - standard adaptive signal timing in effect
WX525352,2025-11-12 13:34:01,J023,Basavanagudi,Weekday,False,Clear,False,0.0,25.5,1369.0,False,0.117,30.3,2.0,23.5,0.021,0.049,0.95,Normal free-flow traffic - standard signal timing maintained
WX525353,2026-04-12 10:40:11,J026,Hosur Road,Weekend,False,Clear,False,0.0,28.7,2595.0,False,0.38,29.0,17.9,109.0,0.084,0.194,0.985,Moderate traffic flow - standard adaptive signal timing in effect
WX525354,2026-03-19 08:40:51,J027,Mysore Road,Weekday,True,Light Rain,True,6.0,24.8,285.0,False,1.0,8.6,69.1,403.4,0.166,0.383,0.822,Festival crowd surge detected - alternate route and extended cycle recommended
WX525355,2026-04-30 03:53:14,J006,Tin Factory,Weekday,False,Clear,False,0.0,23.0,2542.0,False,0.166,34.4,10.9,95.9,0.08,0.185,0.93,Normal free-flow traffic - standard signal timing maintained
WX525356,2025-11-01 15:16:52,J035,Domlur,Weekend,True,Clear,False,0.0,25.2,3000.0,False,0.397,28.3,26.3,129.3,0.111,0.256,0.934,Moderate traffic flow - standard adaptive signal timing in effect
WX525357,2026-06-06 09:06:14,J005,Yeshwantpur,Weekend,False,Rain,True,17.9,19.6,352.0,False,1.0,7.6,68.9,281.7,0.102,0.236,0.852,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525358,2025-05-11 06:51:00,J042,Anand Rao Circle,Weekend,False,Clear,False,0.0,24.0,1841.0,False,0.306,35.4,18.3,82.5,0.078,0.18,0.965,Moderate traffic flow - standard adaptive signal timing in effect
WX525359,2025-02-04 15:02:29,J009,Majestic,Weekday,False,Clear,False,0.0,27.8,3000.0,False,0.205,40.4,15.8,85.1,0.085,0.196,0.96,Normal free-flow traffic - standard signal timing maintained
WX525360,2026-02-17 17:11:27,J031,Cubbon Road,Weekday,False,Clear,False,0.0,28.2,1473.0,False,0.769,17.5,48.6,95.3,0.063,0.146,0.934,Heavy congestion detected - signal timing extended and reroute suggested
WX525361,2026-03-14 20:24:45,J011,Indiranagar 100ft Road,Weekend,False,Clear,False,0.0,27.7,2504.0,False,0.433,27.1,30.4,129.2,0.087,0.201,0.965,Moderate traffic flow - standard adaptive signal timing in effect
WX525362,2026-02-18 12:35:35,J031,Cubbon Road,Weekday,False,Clear,False,0.0,26.0,1538.0,False,0.17,33.3,16.6,126.5,0.104,0.24,0.974,Normal free-flow traffic - standard signal timing maintained
WX525363,2025-01-28 22:21:22,J009,Majestic,Weekday,False,Clear,False,0.0,19.4,1708.0,False,0.184,32.4,15.9,117.7,0.076,0.176,0.957,Normal free-flow traffic - standard signal timing maintained
WX525364,2026-04-19 18:58:50,J035,Domlur,Weekend,False,Light Rain,True,2.7,26.6,435.0,False,0.779,10.6,49.9,221.2,0.094,0.217,0.891,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525365,2026-03-02 14:36:27,J038,Varthur,Weekday,False,Clear,False,0.0,32.7,2050.0,False,0.287,36.8,20.3,69.2,0.06,0.139,0.99,Moderate traffic flow - standard adaptive signal timing in effect
WX525366,2025-02-09 07:42:10,J036,HAL Airport Road,Weekend,False,Clear,False,0.0,21.6,2669.0,False,0.544,26.4,33.0,219.8,0.163,0.377,0.99,Moderate traffic flow - standard adaptive signal timing in effect
WX525367,2025-09-06 04:25:44,J001,Silk Board,Weekend,True,Clear,False,0.0,20.5,1822.0,False,0.328,34.7,14.1,102.4,0.105,0.243,0.918,Moderate traffic flow - standard adaptive signal timing in effect
WX525368,2025-09-12 09:32:48,J017,Whitefield ITPL,Weekday,False,Rain,True,15.8,21.3,560.0,False,1.0,9.2,66.6,267.2,0.135,0.312,0.855,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525369,2025-05-09 08:52:04,J002,Marathahalli,Weekday,False,Clear,False,0.0,26.6,1083.0,False,0.93,12.6,71.2,172.6,0.066,0.152,0.948,Heavy congestion detected - signal timing extended and reroute suggested
WX525370,2026-02-03 23:29:50,J039,KR Market,Weekday,False,Clear,False,0.0,21.9,2135.0,False,0.128,31.8,7.6,145.9,0.084,0.194,0.973,Normal free-flow traffic - standard signal timing maintained
WX525371,2025-01-26 18:58:59,J019,RT Nagar,Weekend,True,Clear,False,0.0,24.1,2165.0,False,0.882,12.3,57.4,431.7,0.191,0.441,0.911,Festival crowd surge detected - alternate route and extended cycle recommended
WX525372,2025-09-27 21:34:11,J022,Rajajinagar,Weekend,False,Rain,True,14.1,20.3,339.0,False,0.531,8.0,35.5,328.3,0.092,0.213,0.94,Light rain detected - minor speed reduction advised
WX525373,2025-05-16 17:14:39,J011,Indiranagar 100ft Road,Weekday,False,Clear,False,0.0,30.5,2610.0,False,0.734,18.8,45.7,249.0,0.152,0.351,0.946,Moderate traffic flow - standard adaptive signal timing in effect
WX525374,2025-10-10 20:07:56,J040,City Market,Weekday,False,Light Rain,True,4.7,23.7,497.0,False,0.879,10.3,50.9,403.1,0.192,0.444,0.895,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525375,2026-01-24 07:51:32,J022,Rajajinagar,Weekend,False,Fog,False,0.0,17.5,78.0,False,0.598,10.8,39.0,194.6,0.082,0.189,0.899,Moderate traffic flow - standard adaptive signal timing in effect
WX525376,2025-03-28 19:57:57,J012,Koramangala Sony World,Weekday,False,Clear,False,0.0,28.7,2233.0,False,0.809,13.1,50.9,365.7,0.161,0.372,0.955,Heavy congestion detected - signal timing extended and reroute suggested
WX525377,2026-06-05 21:44:40,J028,Tumkur Road,Weekday,False,Rain,True,12.8,21.4,506.0,False,0.495,11.3,32.3,101.2,0.042,0.097,0.93,Light rain detected - minor speed reduction advised
WX525378,2025-03-16 08:56:04,J001,Silk Board,Weekend,False,Clear,False,0.0,24.5,1833.0,False,0.749,17.0,48.4,207.9,0.139,0.321,0.967,Moderate traffic flow - standard adaptive signal timing in effect
WX525379,2025-07-12 17:22:50,J024,JP Nagar,Weekend,False,Clear,False,0.0,26.0,1866.0,False,0.622,21.1,39.6,275.4,0.188,0.434,0.953,Moderate traffic flow - standard adaptive signal timing in effect
WX525380,2026-06-20 07:21:43,J007,Banashankari,Weekend,False,Clear,False,0.0,20.6,1871.0,False,0.31,40.0,22.7,51.3,0.056,0.129,0.952,Moderate traffic flow - standard adaptive signal timing in effect
WX525381,2025-01-25 16:41:17,J008,Jayanagar 4th Block,Weekend,False,Clear,False,0.0,23.4,2498.0,False,0.354,32.8,26.6,134.0,0.122,0.282,0.974,Moderate traffic flow - standard adaptive signal timing in effect
WX525382,2025-05-09 15:02:59,J032,Richmond Circle,Weekday,False,Clear,False,0.0,32.2,2786.0,False,0.201,31.0,9.5,108.6,0.09,0.208,0.99,Normal free-flow traffic - standard signal timing maintained
WX525383,2026-06-05 20:59:52,J010,Shivajinagar,Weekday,False,Rain,True,18.0,24.9,719.0,False,0.75,13.4,48.0,233.0,0.108,0.249,0.936,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525384,2025-02-05 14:51:54,J031,Cubbon Road,Weekday,False,Clear,False,0.0,26.7,2081.0,False,0.154,46.2,13.3,51.8,0.051,0.118,0.939,Normal free-flow traffic - standard signal timing maintained
WX525385,2026-03-05 20:54:03,J003,KR Puram,Weekday,True,Clear,False,0.0,27.7,2359.0,False,0.674,12.2,42.7,204.4,0.072,0.166,0.924,Festival crowd surge detected - alternate route and extended cycle recommended
WX525386,2026-05-17 08:33:49,J013,HSR BDA Complex,Weekend,False,Clear,False,0.0,26.5,3000.0,False,0.736,18.1,47.7,165.1,0.09,0.208,0.983,Moderate traffic flow - standard adaptive signal timing in effect
WX525387,2026-01-30 12:01:46,J027,Mysore Road,Weekday,False,Clear,False,0.0,23.6,1443.0,False,0.273,30.4,13.4,128.8,0.11,0.254,0.943,Moderate traffic flow - standard adaptive signal timing in effect
WX525388,2026-03-07 21:32:38,J023,Basavanagudi,Weekend,False,Clear,False,0.0,26.0,2192.0,False,0.129,39.8,6.7,70.2,0.088,0.203,0.979,Normal free-flow traffic - standard signal timing maintained
WX525389,2026-04-08 21:54:56,J036,HAL Airport Road,Weekday,False,Rain,True,13.2,26.2,688.0,False,0.637,13.7,43.0,257.9,0.125,0.289,0.911,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525390,2025-08-27 10:42:16,J039,KR Market,Weekday,True,Heavy Rain,True,45.5,20.6,158.0,False,1.0,7.9,62.4,227.8,0.074,0.171,0.827,Festival crowd surge detected - alternate route and extended cycle recommended
WX525391,2025-07-28 07:03:17,J017,Whitefield ITPL,Weekday,False,Clear,False,0.0,21.6,1795.0,False,0.439,26.1,33.0,77.4,0.062,0.143,0.951,Moderate traffic flow - standard adaptive signal timing in effect
WX525392,2026-04-10 16:49:53,J020,Malleshwaram Circle,Weekday,False,Clear,False,0.0,34.0,1431.0,False,0.615,26.0,43.7,183.6,0.136,0.314,0.96,Moderate traffic flow - standard adaptive signal timing in effect
WX525393,2026-04-11 05:58:29,J042,Anand Rao Circle,Weekend,False,Light Rain,True,6.0,20.8,659.0,False,0.277,11.5,16.8,235.5,0.091,0.21,0.916,Light rain detected - minor speed reduction advised
WX525394,2025-12-25 21:03:48,J006,Tin Factory,Weekday,True,Clear,False,0.0,21.0,2762.0,False,0.649,20.3,45.2,174.0,0.135,0.312,0.883,Festival crowd surge detected - alternate route and extended cycle recommended
WX525395,2025-06-25 08:18:07,J027,Mysore Road,Weekday,False,Heavy Rain,True,67.4,22.5,145.0,False,1.0,9.2,68.8,371.1,0.149,0.344,0.869,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX525396,2025-03-16 20:53:05,J001,Silk Board,Weekend,False,Clear,False,0.0,28.8,2353.0,False,0.27,31.5,17.6,156.7,0.14,0.323,0.99,Moderate traffic flow - standard adaptive signal timing in effect
WX525397,2026-03-18 19:28:52,J031,Cubbon Road,Weekday,False,Clear,False,0.0,27.9,2334.0,False,0.871,12.5,57.8,243.6,0.101,0.233,0.947,Heavy congestion detected - signal timing extended and reroute suggested
WX525398,2026-04-17 11:57:05,J003,KR Puram,Weekday,False,Clear,False,0.0,30.8,2351.0,False,0.181,42.6,12.2,49.9,0.047,0.109,0.963,Normal free-flow traffic - standard signal timing maintained
WX525399,2025-11-27 21:23:54,J036,HAL Airport Road,Weekday,False,Clear,False,0.0,23.2,2388.0,False,0.282,39.9,15.4,65.9,0.055,0.127,0.99,Moderate traffic flow - standard adaptive signal timing in effect
WX525400,2026-03-26 17:35:04,J038,Varthur,Weekday,True,Clear,False,0.0,31.0,2411.0,False,1.0,8.8,62.3,680.6,0.25,0.578,0.877,Festival crowd surge detected - alternate route and extended cycle recommended
WX525401,2025-09-06 18:27:27,J033,Trinity Circle,Weekend,True,Clear,False,0.0,28.2,2367.0,False,0.887,13.8,57.9,322.2,0.157,0.363,0.888,Festival crowd surge detected - alternate route and extended cycle recommended
WX525402,2025-09-19 18:44:59,J011,Indiranagar 100ft Road,Weekday,False,Clear,False,0.0,26.4,1519.0,False,0.947,11.3,62.6,243.8,0.113,0.261,0.928,Heavy congestion detected - signal timing extended and reroute suggested
WX525403,2026-05-18 23:20:43,J011,Indiranagar 100ft Road,Weekday,False,Clear,False,0.0,24.2,2345.0,False,0.209,38.9,19.1,85.7,0.08,0.185,0.99,Normal free-flow traffic - standard signal timing maintained
WX525404,2026-06-11 10:07:41,J004,Hebbal,Weekday,False,Clear,False,0.0,23.5,2187.0,False,0.662,16.0,47.7,146.9,0.094,0.217,0.953,Moderate traffic flow - standard adaptive signal timing in effect
WX525405,2025-02-25 08:02:18,J041,Chalukya Circle,Weekday,False,Clear,False,0.0,22.2,2874.0,False,0.801,14.4,50.9,207.1,0.096,0.222,0.941,Heavy congestion detected - signal timing extended and reroute suggested
