record_id,timestamp,source_junction_id,source_junction_name,affected_junction_id,affected_junction_name,network_hop_distance,distance_m,trigger_type,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident_at_source,propagation_delay_sec,congestion_increase_pct,speed_reduction_pct,affected_congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,recovered_within_5min,confidence_score,recommendation_reason
RE127305,2025-04-13 19:18:09,J040,City Market,J004,Hebbal,3,1534,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,136.1,24.7,18.7,0.755,16.8,59.3,316.5,0.188,0.435,True,0.97,Heavy congestion detected - signal timing extended and reroute suggested
RE127306,2025-08-15 06:54:59,J032,Richmond Circle,J038,Varthur,3,1190,Festival Surge,Weekday,True,Rain,True,12.3,False,103.1,38.3,25.9,1.0,11.6,65.7,386.9,0.171,0.394,False,0.811,Festival crowd surge detected - alternate route and extended cycle recommended
RE127307,2026-05-05 14:05:52,J038,Varthur,J039,KR Market,1,339,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,29.2,33.5,19.0,0.411,29.6,37.3,150.8,0.1,0.23,False,0.943,Moderate traffic flow - standard adaptive signal timing in effect
RE127308,2025-01-25 16:41:35,J027,Mysore Road,J030,MG Road,3,1329,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,104.1,26.4,16.8,0.6,23.9,39.4,183.8,0.146,0.338,False,0.94,Moderate traffic flow - standard adaptive signal timing in effect
RE127309,2026-06-01 08:21:59,J026,Hosur Road,J028,Tumkur Road,1,208,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,29.2,84.4,70.6,1.0,9.7,68.3,381.2,0.153,0.354,False,0.9,Heavy congestion detected - signal timing extended and reroute suggested
RE127310,2025-07-25 14:32:10,J036,HAL Airport Road,J040,City Market,2,1546,Recurrent Congestion,Weekday,False,Heavy Rain,True,26.4,False,158.1,27.6,17.6,0.683,22.2,46.3,128.3,0.104,0.24,False,0.912,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127311,2025-01-29 13:35:16,J024,JP Nagar,J026,Hosur Road,1,617,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,25.8,26.8,18.0,0.377,35.7,24.9,127.6,0.111,0.256,False,0.939,Moderate traffic flow - standard adaptive signal timing in effect
RE127312,2026-03-02 19:53:01,J017,Whitefield ITPL,J021,Vijayanagar,2,1554,Recurrent Congestion,Weekday,False,Light Rain,True,4.5,False,147.2,29.7,19.1,1.0,6.4,65.2,823.4,0.226,0.522,False,0.856,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127313,2026-01-19 15:27:11,J008,Jayanagar 4th Block,J012,Koramangala Sony World,2,2010,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,191.6,12.3,8.2,0.35,29.0,20.2,131.6,0.111,0.258,True,0.94,Green wave coordination successful - maintain current corridor offset
RE127314,2025-02-13 11:41:21,J003,KR Puram,J005,Yeshwantpur,1,396,Signal Fault,Weekday,False,Fog,False,0.0,False,50.9,49.8,36.2,0.509,27.5,29.0,164.5,0.142,0.328,False,0.904,Signal fault detected upstream - temporary manual/adaptive override recommended
RE127315,2025-07-24 00:07:59,J040,City Market,J041,Chalukya Circle,1,545,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,46.6,24.1,19.2,0.293,30.7,15.5,103.5,0.079,0.183,True,0.976,Green wave coordination successful - maintain current corridor offset
RE127316,2025-01-08 12:30:57,J028,Tumkur Road,J034,Ulsoor,3,1694,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,155.2,10.8,7.7,0.243,40.7,16.8,181.5,0.181,0.419,True,0.974,Green wave coordination successful - maintain current corridor offset
RE127317,2025-12-28 20:09:09,J015,Bellandur,J017,Whitefield ITPL,2,1555,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,127.6,23.6,13.9,0.577,19.3,34.0,217.2,0.134,0.31,True,0.965,Moderate traffic flow - standard adaptive signal timing in effect
RE127318,2026-05-02 11:35:40,J025,Bannerghatta Road,J029,Old Airport Road,2,1507,Recurrent Congestion,Weekend,True,Clear,False,0.0,False,138.5,19.2,13.8,0.505,30.9,31.9,128.0,0.104,0.24,True,0.919,Festival crowd surge detected - alternate route and extended cycle recommended
RE127319,2026-01-02 17:18:08,J009,Majestic,J015,Bellandur,3,2048,Festival Surge,Weekday,True,Clear,False,0.0,False,194.5,22.3,13.4,1.0,8.8,62.9,255.5,0.102,0.235,True,0.85,Festival crowd surge detected - alternate route and extended cycle recommended
RE127320,2026-04-15 08:11:37,J015,Bellandur,J016,Sarjapur Road,1,960,Recurrent Congestion,Weekday,True,Clear,False,0.0,False,95.9,49.2,41.6,1.0,9.5,67.2,442.4,0.17,0.393,False,0.867,Festival crowd surge detected - alternate route and extended cycle recommended
RE127321,2026-04-11 10:17:28,J028,Tumkur Road,J030,MG Road,2,1109,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,113.1,36.3,25.1,0.713,16.3,50.6,335.0,0.192,0.444,False,0.99,Moderate traffic flow - standard adaptive signal timing in effect
RE127322,2025-09-12 19:13:50,J006,Tin Factory,J009,Majestic,3,2198,Recurrent Congestion,Weekday,False,Heavy Rain,True,26.5,False,205.4,19.9,16.4,1.0,9.3,65.5,463.8,0.15,0.347,True,0.851,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127323,2026-02-18 17:38:56,J038,Varthur,J002,Marathahalli,3,2193,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,205.3,24.4,20.1,1.0,6.6,61.5,885.1,0.254,0.588,True,0.929,Heavy congestion detected - signal timing extended and reroute suggested
RE127324,2025-11-13 16:46:47,J041,Chalukya Circle,J042,Anand Rao Circle,1,762,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,89.1,52.2,43.6,1.0,8.6,63.8,543.4,0.187,0.432,False,0.927,Heavy congestion detected - signal timing extended and reroute suggested
RE127325,2026-01-10 17:42:46,J016,Sarjapur Road,J018,Nagawara,1,538,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,56.9,57.3,46.3,1.0,8.9,64.3,493.1,0.188,0.434,False,0.901,Heavy congestion detected - signal timing extended and reroute suggested
RE127326,2025-08-02 15:16:16,J034,Ulsoor,J037,Kadugodi,3,1132,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,100.3,17.1,12.8,0.338,30.1,21.8,93.6,0.065,0.15,True,0.958,Green wave coordination successful - maintain current corridor offset
RE127327,2026-05-03 11:37:15,J004,Hebbal,J006,Tin Factory,2,1484,Recurrent Congestion,Weekend,False,Rain,True,22.3,False,132.9,17.6,12.0,0.548,21.6,34.5,108.4,0.074,0.172,True,0.87,Light rain detected - minor speed reduction advised
RE127328,2025-02-08 14:06:21,J033,Trinity Circle,J039,KR Market,3,2025,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,204.1,8.4,5.1,0.271,40.6,18.8,42.3,0.031,0.072,True,0.959,Green wave coordination successful - maintain current corridor offset
RE127329,2026-01-02 08:04:50,J003,KR Puram,J007,Banashankari,2,1258,Festival Surge,Weekday,True,Clear,False,0.0,False,104.9,32.7,19.2,1.0,8.5,62.2,378.2,0.131,0.303,False,0.879,Festival crowd surge detected - alternate route and extended cycle recommended
RE127330,2025-08-18 15:29:36,J011,Indiranagar 100ft Road,J013,HSR BDA Complex,1,624,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,62.5,33.9,21.0,0.523,22.9,38.4,160.7,0.121,0.279,False,0.963,Moderate traffic flow - standard adaptive signal timing in effect
RE127331,2026-02-28 14:40:19,J023,Basavanagudi,J025,Bannerghatta Road,1,1215,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,107.6,9.6,6.4,0.23,39.5,12.4,45.3,0.045,0.103,True,0.99,Green wave coordination successful - maintain current corridor offset
RE127332,2026-02-10 13:37:23,J002,Marathahalli,J005,Yeshwantpur,3,1520,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,123.6,8.5,5.3,0.224,40.3,19.6,77.1,0.079,0.182,True,0.95,Green wave coordination successful - maintain current corridor offset
RE127333,2026-06-16 17:51:11,J034,Ulsoor,J036,HAL Airport Road,1,904,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,65.1,49.3,38.2,1.0,9.6,72.4,584.9,0.224,0.518,False,0.913,Heavy congestion detected - signal timing extended and reroute suggested
RE127334,2025-02-18 16:18:05,J020,Malleshwaram Circle,J024,JP Nagar,2,1776,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,141.7,21.6,16.6,0.578,20.2,39.3,183.4,0.124,0.286,True,0.959,Moderate traffic flow - standard adaptive signal timing in effect
RE127335,2025-11-14 09:27:32,J021,Vijayanagar,J024,JP Nagar,3,1854,Accident,Weekday,False,Clear,False,0.0,True,152.0,34.6,28.2,1.0,7.8,65.2,321.6,0.106,0.246,False,0.769,Accident detected nearby - reroute and reduced speed advised
RE127336,2026-03-12 12:26:07,J004,Hebbal,J006,Tin Factory,2,1753,Signal Fault,Weekday,False,Clear,False,0.0,False,158.2,17.7,11.7,0.281,39.7,17.6,120.4,0.121,0.279,True,0.882,Green wave coordination successful - maintain current corridor offset
RE127337,2026-01-15 20:17:30,J038,Varthur,J039,KR Market,1,735,Recurrent Congestion,Weekday,True,Clear,False,0.0,False,59.5,58.6,43.8,1.0,9.5,68.0,433.6,0.163,0.376,False,0.879,Festival crowd surge detected - alternate route and extended cycle recommended
RE127338,2025-02-01 07:39:15,J008,Jayanagar 4th Block,J010,Shivajinagar,2,1251,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,119.4,26.5,22.3,0.717,19.1,46.3,265.0,0.15,0.347,False,0.959,Moderate traffic flow - standard adaptive signal timing in effect
RE127339,2025-12-22 21:32:24,J017,Whitefield ITPL,J019,RT Nagar,2,709,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,82.9,24.9,14.2,0.46,35.5,30.2,107.6,0.122,0.282,True,0.932,Moderate traffic flow - standard adaptive signal timing in effect
RE127340,2025-04-20 21:58:14,J018,Nagawara,J020,Malleshwaram Circle,1,589,Recurrent Congestion,Weekend,False,Light Rain,True,3.5,False,60.4,21.0,15.7,0.233,31.3,25.8,139.5,0.095,0.219,True,0.916,Light rain detected - minor speed reduction advised
RE127341,2025-08-08 13:52:02,J030,MG Road,J031,Cubbon Road,1,751,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,87.1,26.0,15.9,0.391,26.9,21.7,162.7,0.107,0.246,False,0.983,Moderate traffic flow - standard adaptive signal timing in effect
RE127342,2026-06-29 15:52:36,J029,Old Airport Road,J031,Cubbon Road,2,918,Recurrent Congestion,Weekday,False,Heavy Rain,True,34.8,False,75.6,51.5,34.3,1.0,7.6,64.9,504.7,0.179,0.413,False,0.889,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127343,2025-04-27 18:42:10,J003,KR Puram,J005,Yeshwantpur,1,444,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,46.2,69.1,52.1,1.0,8.6,65.0,585.1,0.221,0.511,False,0.9,Heavy congestion detected - signal timing extended and reroute suggested
RE127344,2025-07-21 19:24:56,J014,Electronic City Toll,J018,Nagawara,2,1807,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,155.9,24.2,19.5,1.0,9.4,70.4,320.0,0.135,0.312,True,0.931,Heavy congestion detected - signal timing extended and reroute suggested
RE127345,2026-04-17 17:50:23,J003,KR Puram,J004,Hebbal,1,713,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,61.0,63.5,43.7,1.0,9.3,66.4,387.8,0.164,0.379,False,0.897,Heavy congestion detected - signal timing extended and reroute suggested
RE127346,2025-09-06 09:37:47,J013,HSR BDA Complex,J014,Electronic City Toll,1,630,Festival Surge,Weekend,True,Clear,False,0.0,False,60.3,59.6,45.2,1.0,9.2,63.3,774.1,0.292,0.675,False,0.857,Festival crowd surge detected - alternate route and extended cycle recommended
RE127347,2026-06-11 10:24:41,J042,Anand Rao Circle,J006,Tin Factory,3,1887,Recurrent Congestion,Weekday,False,Rain,True,22.8,False,154.1,28.2,15.6,1.0,7.8,66.4,255.6,0.074,0.172,False,0.88,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127348,2025-06-19 02:53:48,J037,Kadugodi,J040,City Market,3,2337,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,208.1,7.9,4.8,0.238,33.7,9.7,126.6,0.093,0.215,True,0.981,Green wave coordination successful - maintain current corridor offset
RE127349,2025-04-19 21:00:07,J002,Marathahalli,J004,Hebbal,2,1430,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,139.6,13.0,10.2,0.351,26.0,23.6,158.3,0.137,0.318,True,0.956,Green wave coordination successful - maintain current corridor offset
RE127350,2025-01-08 01:17:07,J028,Tumkur Road,J032,Richmond Circle,2,1015,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,96.9,26.8,17.3,0.36,31.5,28.0,139.7,0.12,0.277,False,0.976,Moderate traffic flow - standard adaptive signal timing in effect
RE127351,2025-02-04 21:10:07,J030,MG Road,J032,Richmond Circle,1,658,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,46.2,36.2,26.7,0.57,22.2,26.6,68.6,0.046,0.106,False,0.96,Moderate traffic flow - standard adaptive signal timing in effect
RE127352,2025-09-07 13:40:37,J031,Cubbon Road,J033,Trinity Circle,2,1684,Recurrent Congestion,Weekend,False,Rain,True,19.8,False,171.5,15.9,11.2,0.469,26.7,30.6,222.9,0.157,0.362,True,0.948,Light rain detected - minor speed reduction advised
RE127353,2025-04-24 06:32:35,J023,Basavanagudi,J025,Bannerghatta Road,1,651,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,26.6,25.5,19.8,0.505,19.4,35.4,140.7,0.098,0.226,False,0.955,Moderate traffic flow - standard adaptive signal timing in effect
RE127354,2025-05-13 07:00:38,J028,Tumkur Road,J030,MG Road,1,496,Recurrent Congestion,Weekday,False,Heavy Rain,True,41.7,False,35.9,70.9,49.0,1.0,8.5,63.4,445.4,0.144,0.332,False,0.867,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127355,2025-09-14 05:26:38,J029,Old Airport Road,J033,Trinity Circle,2,1381,Recurrent Congestion,Weekend,False,Rain,True,18.6,False,125.1,18.5,14.0,0.467,28.5,29.7,117.4,0.082,0.19,True,0.947,Light rain detected - minor speed reduction advised
RE127356,2025-08-22 08:43:44,J012,Koramangala Sony World,J014,Electronic City Toll,2,592,Signal Fault,Weekday,False,Heavy Rain,True,53.3,False,75.0,59.6,47.8,1.0,9.6,66.0,528.9,0.194,0.448,False,0.843,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127357,2025-04-02 09:22:39,J020,Malleshwaram Circle,J022,Rajajinagar,2,1831,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,156.6,33.2,24.4,1.0,8.0,64.6,271.9,0.082,0.19,False,0.904,Heavy congestion detected - signal timing extended and reroute suggested
RE127358,2026-05-02 07:31:13,J026,Hosur Road,J032,Richmond Circle,3,2082,Recurrent Congestion,Weekend,True,Clear,False,0.0,False,164.4,21.6,12.7,0.801,13.5,51.1,360.9,0.167,0.385,True,0.881,Festival crowd surge detected - alternate route and extended cycle recommended
RE127359,2025-02-07 14:54:31,J012,Koramangala Sony World,J013,HSR BDA Complex,1,336,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,54.1,41.0,26.9,0.509,23.8,33.5,125.9,0.088,0.203,False,0.952,Moderate traffic flow - standard adaptive signal timing in effect
RE127360,2025-04-14 18:28:22,J032,Richmond Circle,J036,HAL Airport Road,2,1382,Recurrent Congestion,Weekday,True,Clear,False,0.0,False,119.7,36.9,26.3,1.0,8.4,68.6,458.3,0.158,0.365,False,0.843,Festival crowd surge detected - alternate route and extended cycle recommended
RE127361,2026-01-18 11:55:47,J016,Sarjapur Road,J017,Whitefield ITPL,1,379,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,63.7,38.4,28.4,0.398,32.2,19.7,104.3,0.092,0.212,False,0.978,Moderate traffic flow - standard adaptive signal timing in effect
RE127362,2025-02-09 09:32:54,J042,Anand Rao Circle,J004,Hebbal,2,2135,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,199.2,18.6,13.7,0.824,19.2,56.6,237.0,0.161,0.372,True,0.915,Heavy congestion detected - signal timing extended and reroute suggested
RE127363,2026-02-03 19:57:34,J027,Mysore Road,J029,Old Airport Road,2,846,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,76.5,40.3,24.5,0.885,13.2,60.6,330.9,0.154,0.355,False,0.941,Heavy congestion detected - signal timing extended and reroute suggested
RE127364,2025-07-17 19:09:46,J024,JP Nagar,J028,Tumkur Road,2,1093,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,89.0,47.4,30.4,1.0,7.8,71.0,502.9,0.176,0.407,False,0.894,Heavy congestion detected - signal timing extended and reroute suggested
RE127365,2025-07-09 20:28:04,J010,Shivajinagar,J013,HSR BDA Complex,3,1109,Recurrent Congestion,Weekday,False,Heavy Rain,True,111.1,False,100.2,46.9,27.9,1.0,9.9,59.9,403.5,0.155,0.359,False,0.911,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127366,2025-09-17 11:26:32,J020,Malleshwaram Circle,J023,Basavanagudi,3,1481,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,112.7,16.2,11.0,0.416,31.9,27.9,107.0,0.09,0.208,True,0.976,Moderate traffic flow - standard adaptive signal timing in effect
RE127367,2025-09-17 14:52:17,J028,Tumkur Road,J029,Old Airport Road,1,843,Recurrent Congestion,Weekday,False,Heavy Rain,True,30.8,False,72.5,43.4,35.6,0.803,14.9,51.7,266.5,0.131,0.302,False,0.908,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127368,2026-01-19 04:40:55,J033,Trinity Circle,J034,Ulsoor,1,320,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,20.0,16.0,9.9,0.253,26.1,19.0,97.7,0.071,0.165,True,0.975,Green wave coordination successful - maintain current corridor offset
RE127369,2026-05-05 12:24:35,J028,Tumkur Road,J030,MG Road,1,675,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,35.4,30.5,25.8,0.411,31.2,27.3,168.1,0.126,0.291,False,0.984,Moderate traffic flow - standard adaptive signal timing in effect
RE127370,2025-07-13 06:42:12,J024,JP Nagar,J027,Mysore Road,3,2306,Recurrent Congestion,Weekend,False,Heavy Rain,True,54.8,False,218.7,16.0,13.5,0.708,14.7,45.3,280.7,0.145,0.335,True,0.921,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE127371,2025-10-09 20:12:02,J002,Marathahalli,J008,Jayanagar 4th Block,3,3104,Signal Fault,Weekday,False,Clear,False,0.0,False,266.7,9.0,6.6,0.684,21.8,43.5,147.8,0.088,0.204,True,0.907,Signal fault detected upstream - temporary manual/adaptive override recommended
RE127372,2026-03-28 08:16:21,J019,RT Nagar,J020,Malleshwaram Circle,1,621,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,46.5,59.6,50.6,1.0,8.8,66.7,478.1,0.167,0.386,False,0.898,Heavy congestion detected - signal timing extended and reroute suggested
RE127373,2026-06-01 18:29:38,J006,Tin Factory,J009,Majestic,3,1532,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,139.6,33.2,21.2,1.0,9.2,66.6,376.3,0.141,0.327,False,0.926,Heavy congestion detected - signal timing extended and reroute suggested
RE127374,2025-08-11 13:14:06,J027,Mysore Road,J030,MG Road,3,1952,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,169.1,6.6,5.2,0.077,33.2,6.3,76.8,0.05,0.116,True,0.972,Green wave coordination successful - maintain current corridor offset
RE127375,2025-08-06 16:51:49,J010,Shivajinagar,J011,Indiranagar 100ft Road,1,485,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,51.8,66.1,51.6,1.0,9.1,67.7,619.5,0.242,0.559,False,0.956,Heavy congestion detected - signal timing extended and reroute suggested
RE127376,2025-02-22 13:28:05,J039,KR Market,J041,Chalukya Circle,2,1548,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,139.5,5.5,3.1,0.135,37.5,10.4,77.1,0.058,0.134,True,0.971,Green wave coordination successful - maintain current corridor offset
RE127377,2026-04-09 20:58:03,J007,Banashankari,J013,HSR BDA Complex,3,2493,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,206.3,11.7,7.9,0.54,24.3,32.4,132.1,0.111,0.256,True,0.958,Moderate traffic flow - standard adaptive signal timing in effect
RE127378,2025-10-20 17:48:26,J023,Basavanagudi,J025,Bannerghatta Road,2,1077,Festival Surge,Weekday,True,Clear,False,0.0,False,112.6,53.3,37.7,1.0,9.3,69.4,496.6,0.185,0.427,False,0.875,Festival crowd surge detected - alternate route and extended cycle recommended
RE127379,2025-01-25 14:36:38,J032,Richmond Circle,J035,Domlur,3,1666,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,183.2,9.3,7.9,0.215,28.7,19.6,164.5,0.104,0.24,True,0.967,Green wave coordination successful - maintain current corridor offset
