record_id,timestamp,parking_lot_id,junction_id,junction_name,lot_type,capacity,occupied_slots,occupancy_pct,day_type,is_festival,is_rain,rainfall_mm,is_accident_nearby,near_full,turnover_rate_per_hr,avg_search_time_sec,search_distance_km,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
PK619079,2026-04-09 18:07:20,J039-P1,J039,KR Market,On-Street Metered,20,19,95.0,Weekday,False,False,0.0,False,True,0.46,246.1,0.88,0.238,0.55,0.924,Lot near capacity - reroute to nearby alternate parking recommended
PK619080,2026-04-10 20:52:37,J038-P1,J038,Varthur,On-Street Metered,43,17,39.5,Weekday,False,False,0.0,False,False,0.54,29.0,0.09,0.022,0.051,0.947,Ample parking available - standard guidance sufficient
PK619081,2026-06-20 09:38:07,J017-P1,J017,Whitefield ITPL,Market Area,87,74,85.1,Weekend,False,False,0.0,False,False,0.37,162.5,0.43,0.155,0.357,0.932,Lot filling up - real-time slot guidance recommended
PK619082,2026-01-06 10:33:32,J003-P2,J003,KR Puram,Multi-Level Public,736,467,63.5,Weekday,False,False,0.0,False,False,0.49,27.2,0.09,0.035,0.081,0.957,Ample parking available - standard guidance sufficient
PK619083,2025-03-06 13:49:26,J021-P2,J021,Vijayanagar,Multi-Level Public,777,535,68.9,Weekday,False,False,0.0,False,False,0.52,66.2,0.3,0.088,0.204,0.93,Ample parking available - standard guidance sufficient
PK619084,2026-03-11 10:38:23,J032-P3,J032,Richmond Circle,Multi-Level Public,665,437,65.7,Weekday,False,False,0.0,False,False,0.6,44.1,0.16,0.05,0.115,0.955,Ample parking available - standard guidance sufficient
PK619085,2025-05-03 17:36:52,J005-P3,J005,Yeshwantpur,Mall Basement,468,454,97.0,Weekend,False,False,0.0,False,True,0.38,243.2,0.72,0.241,0.556,0.919,Lot near capacity - reroute to nearby alternate parking recommended
PK619086,2025-04-22 13:58:55,J023-P3,J023,Basavanagudi,Mall Basement,391,103,26.3,Weekday,False,False,0.0,False,False,0.62,42.1,0.16,0.047,0.108,0.977,Ample parking available - standard guidance sufficient
PK619087,2025-08-13 15:31:19,J039-P1,J039,KR Market,Office Complex,312,246,78.8,Weekday,False,False,0.0,False,False,0.35,110.6,0.44,0.121,0.279,0.955,Lot filling up - real-time slot guidance recommended
PK619088,2026-04-05 05:52:51,J017-P3,J017,Whitefield ITPL,On-Street Metered,36,4,11.1,Weekend,False,False,0.0,False,False,0.6,29.3,0.09,0.027,0.061,0.964,Ample parking available - standard guidance sufficient
PK619089,2026-04-30 10:34:23,J028-P1,J028,Tumkur Road,Mall Basement,410,90,22.0,Weekday,False,True,9.1,False,False,0.54,19.7,0.05,0.015,0.034,0.934,Ample parking available - standard guidance sufficient
PK619090,2026-02-19 13:28:07,J014-P3,J014,Electronic City Toll,Office Complex,302,243,80.5,Weekday,False,False,0.0,False,False,0.4,107.4,0.55,0.134,0.31,0.935,Lot filling up - real-time slot guidance recommended
PK619091,2025-06-07 07:14:25,J041-P2,J041,Chalukya Circle,Mall Basement,431,13,3.0,Weekend,False,False,0.0,False,False,0.62,21.9,0.07,0.013,0.03,0.962,Ample parking available - standard guidance sufficient
PK619092,2026-05-23 09:28:39,J023-P1,J023,Basavanagudi,Mall Basement,503,105,20.9,Weekend,False,False,0.0,False,False,0.75,17.8,0.07,0.035,0.082,0.949,Ample parking available - standard guidance sufficient
PK619093,2025-07-22 16:20:07,J018-P1,J018,Nagawara,On-Street Metered,20,13,65.0,Weekday,False,False,0.0,False,False,0.48,57.2,0.23,0.044,0.101,0.951,Ample parking available - standard guidance sufficient
PK619094,2025-07-12 06:29:59,J021-P2,J021,Vijayanagar,Office Complex,283,64,22.6,Weekend,False,False,0.0,False,False,0.72,15.0,0.05,0.024,0.055,0.972,Ample parking available - standard guidance sufficient
PK619095,2025-08-08 19:42:58,J042-P2,J042,Anand Rao Circle,On-Street Metered,91,30,33.0,Weekday,False,False,0.0,False,False,0.55,35.9,0.15,0.028,0.064,0.969,Ample parking available - standard guidance sufficient
PK619096,2026-03-23 21:04:11,J027-P3,J027,Mysore Road,Multi-Level Public,644,173,26.9,Weekday,False,False,0.0,False,False,0.61,27.7,0.12,0.026,0.059,0.951,Ample parking available - standard guidance sufficient
PK619097,2025-12-10 09:39:13,J031-P1,J031,Cubbon Road,Mall Basement,448,54,12.1,Weekday,False,False,0.0,False,False,0.61,40.9,0.12,0.035,0.08,0.962,Ample parking available - standard guidance sufficient
PK619098,2025-06-23 11:24:27,J042-P1,J042,Anand Rao Circle,On-Street Metered,51,36,70.6,Weekday,False,False,0.0,False,False,0.41,53.2,0.17,0.057,0.131,0.972,Ample parking available - standard guidance sufficient
PK619099,2025-05-03 15:08:08,J005-P2,J005,Yeshwantpur,Market Area,70,12,17.1,Weekend,False,False,0.0,False,False,0.55,23.9,0.07,0.014,0.033,0.987,Ample parking available - standard guidance sufficient
PK619100,2025-02-11 13:41:45,J011-P1,J011,Indiranagar 100ft Road,On-Street Metered,72,50,69.4,Weekday,False,True,3.7,False,False,0.44,61.5,0.3,0.064,0.149,0.946,Ample parking available - standard guidance sufficient
PK619101,2025-11-07 16:06:23,J010-P3,J010,Shivajinagar,Multi-Level Public,687,438,63.8,Weekday,False,False,0.0,False,False,0.43,20.0,0.06,0.01,0.023,0.976,Ample parking available - standard guidance sufficient
PK619102,2026-06-26 19:45:53,J029-P1,J029,Old Airport Road,On-Street Metered,61,27,44.3,Weekday,False,False,0.0,True,False,0.42,30.0,0.11,0.045,0.104,0.83,Ample parking available - standard guidance sufficient
PK619103,2025-02-19 14:51:32,J029-P1,J029,Old Airport Road,Multi-Level Public,692,410,59.2,Weekday,False,False,0.0,False,False,0.39,49.8,0.25,0.051,0.118,0.946,Ample parking available - standard guidance sufficient
PK619104,2026-05-30 07:38:36,J010-P2,J010,Shivajinagar,Office Complex,318,67,21.1,Weekend,False,True,3.4,False,False,0.52,24.1,0.13,0.031,0.071,0.928,Ample parking available - standard guidance sufficient
PK619105,2025-09-22 11:02:00,J002-P3,J002,Marathahalli,Office Complex,295,245,83.1,Weekday,False,False,0.0,False,False,0.48,122.2,0.52,0.132,0.305,0.958,Lot filling up - real-time slot guidance recommended
PK619106,2025-03-23 00:24:37,J032-P3,J032,Richmond Circle,Office Complex,302,27,8.9,Weekend,False,False,0.0,False,False,0.62,30.7,0.09,0.014,0.033,0.99,Ample parking available - standard guidance sufficient
PK619107,2026-03-10 18:49:19,J018-P2,J018,Nagawara,Market Area,171,17,9.9,Weekday,False,False,0.0,False,False,0.64,24.2,0.11,0.043,0.1,0.963,Ample parking available - standard guidance sufficient
PK619108,2025-06-02 19:23:11,J024-P1,J024,JP Nagar,Office Complex,318,58,18.2,Weekday,False,False,0.0,False,False,0.75,30.3,0.07,0.017,0.038,0.936,Ample parking available - standard guidance sufficient
PK619109,2025-12-23 18:26:38,J040-P3,J040,City Market,Market Area,117,14,12.0,Weekday,False,False,0.0,False,False,0.59,25.5,0.06,0.01,0.023,0.979,Ample parking available - standard guidance sufficient
PK619110,2025-09-15 09:14:17,J002-P2,J002,Marathahalli,Mall Basement,444,25,5.6,Weekday,False,False,0.0,False,False,0.51,34.8,0.12,0.03,0.069,0.944,Ample parking available - standard guidance sufficient
PK619111,2025-09-18 14:33:18,J026-P3,J026,Hosur Road,Mall Basement,454,77,17.0,Weekday,False,True,64.7,False,False,0.57,29.2,0.11,0.024,0.055,0.901,Ample parking available - standard guidance sufficient
PK619112,2025-07-14 17:22:41,J025-P1,J025,Bannerghatta Road,Mall Basement,447,351,78.5,Weekday,False,True,21.2,False,False,0.41,108.9,0.29,0.095,0.221,0.92,Lot filling up - real-time slot guidance recommended
PK619113,2025-08-30 19:23:51,J027-P3,J027,Mysore Road,Office Complex,300,117,39.0,Weekend,False,True,13.6,False,False,0.6,18.8,0.09,0.021,0.048,0.916,Ample parking available - standard guidance sufficient
PK619114,2025-07-26 08:19:26,J020-P1,J020,Malleshwaram Circle,Office Complex,345,62,18.0,Weekend,False,True,19.5,False,False,0.64,35.1,0.1,0.033,0.076,0.9,Ample parking available - standard guidance sufficient
PK619115,2025-08-11 16:23:14,J019-P2,J019,RT Nagar,Office Complex,284,237,83.5,Weekday,False,True,62.3,False,False,0.46,134.0,0.5,0.141,0.326,0.879,Lot filling up - real-time slot guidance recommended
PK619116,2025-06-25 21:19:37,J032-P1,J032,Richmond Circle,On-Street Metered,86,47,54.7,Weekday,False,True,10.5,False,False,0.35,19.8,0.05,0.01,0.023,0.923,Ample parking available - standard guidance sufficient
PK619117,2025-06-03 15:58:53,J040-P2,J040,City Market,Mall Basement,450,76,16.9,Weekday,False,False,0.0,False,False,0.73,26.8,0.1,0.017,0.04,0.975,Ample parking available - standard guidance sufficient
PK619118,2025-07-25 08:59:28,J022-P2,J022,Rajajinagar,Mall Basement,538,112,20.8,Weekday,False,False,0.0,False,False,0.56,49.7,0.17,0.041,0.096,0.978,Ample parking available - standard guidance sufficient
PK619119,2025-07-17 16:16:01,J015-P3,J015,Bellandur,Office Complex,318,302,95.0,Weekday,False,True,13.6,False,True,0.39,241.4,1.33,0.328,0.759,0.903,Lot near capacity - reroute to nearby alternate parking recommended
PK619120,2025-08-19 06:14:45,J012-P1,J012,Koramangala Sony World,Office Complex,260,34,13.1,Weekday,False,False,0.0,False,False,0.63,33.6,0.14,0.028,0.065,0.965,Ample parking available - standard guidance sufficient
PK619121,2025-03-02 18:03:17,J025-P2,J025,Bannerghatta Road,Multi-Level Public,695,658,94.7,Weekend,False,False,0.0,False,True,0.39,253.4,0.9,0.251,0.581,0.922,Lot filling up - real-time slot guidance recommended
PK619122,2025-12-14 17:33:33,J022-P2,J022,Rajajinagar,On-Street Metered,66,66,100.0,Weekend,False,True,10.5,False,True,0.33,480.3,1.65,0.495,1.143,0.812,Lot near capacity - reroute to nearby alternate parking recommended
PK619123,2026-01-06 08:03:18,J028-P1,J028,Tumkur Road,Office Complex,324,31,9.6,Weekday,False,False,0.0,False,False,0.65,41.7,0.14,0.026,0.06,0.987,Ample parking available - standard guidance sufficient
PK619124,2025-06-22 06:00:16,J028-P2,J028,Tumkur Road,On-Street Metered,20,1,5.0,Weekend,False,False,0.0,False,False,0.76,23.1,0.13,0.028,0.064,0.949,Ample parking available - standard guidance sufficient
PK619125,2025-11-06 20:17:26,J002-P2,J002,Marathahalli,On-Street Metered,34,13,38.2,Weekday,False,False,0.0,False,False,0.56,23.3,0.07,0.011,0.025,0.946,Ample parking available - standard guidance sufficient
PK619126,2026-01-21 07:33:07,J009-P3,J009,Majestic,On-Street Metered,73,10,13.7,Weekday,False,False,0.0,False,False,0.68,41.0,0.11,0.026,0.06,0.952,Ample parking available - standard guidance sufficient
PK619127,2026-01-14 20:13:29,J040-P1,J040,City Market,On-Street Metered,20,6,30.0,Weekday,True,False,0.0,False,False,0.53,32.9,0.09,0.036,0.084,0.921,Festival demand surge expected - pre-booking recommended
PK619128,2025-09-05 18:22:17,J006-P3,J006,Tin Factory,Office Complex,261,220,84.3,Weekday,True,True,23.3,False,False,0.27,142.0,0.8,0.201,0.463,0.834,Lot filling up - real-time slot guidance recommended
PK619129,2025-07-18 08:58:25,J019-P3,J019,RT Nagar,Multi-Level Public,757,140,18.5,Weekday,False,False,0.0,False,False,0.5,22.4,0.07,0.024,0.056,0.967,Ample parking available - standard guidance sufficient
PK619130,2025-01-17 19:47:53,J035-P2,J035,Domlur,Multi-Level Public,638,245,38.4,Weekday,False,False,0.0,False,False,0.68,15.0,0.05,0.012,0.029,0.981,Ample parking available - standard guidance sufficient
PK619131,2025-09-15 10:49:04,J016-P2,J016,Sarjapur Road,Mall Basement,460,105,22.8,Weekday,False,True,17.4,False,False,0.43,28.9,0.06,0.01,0.023,0.909,Ample parking available - standard guidance sufficient
PK619132,2025-03-25 06:50:45,J024-P3,J024,JP Nagar,Mall Basement,437,79,18.1,Weekday,False,False,0.0,False,False,0.47,45.5,0.14,0.026,0.061,0.943,Ample parking available - standard guidance sufficient
PK619133,2025-02-11 22:45:04,J040-P1,J040,City Market,On-Street Metered,83,26,31.3,Weekday,False,False,0.0,False,False,0.41,34.9,0.11,0.044,0.102,0.99,Ample parking available - standard guidance sufficient
PK619134,2025-09-22 17:47:52,J025-P2,J025,Bannerghatta Road,Market Area,69,20,29.0,Weekday,False,False,0.0,False,False,0.66,56.2,0.18,0.03,0.069,0.951,Ample parking available - standard guidance sufficient
PK619135,2025-12-16 19:39:28,J035-P2,J035,Domlur,Multi-Level Public,668,202,30.2,Weekday,False,False,0.0,False,False,0.45,37.1,0.13,0.042,0.096,0.975,Ample parking available - standard guidance sufficient
PK619136,2025-09-30 17:22:07,J010-P1,J010,Shivajinagar,Mall Basement,463,356,76.9,Weekday,False,True,31.9,False,False,0.49,92.9,0.38,0.098,0.225,0.895,Lot filling up - real-time slot guidance recommended
PK619137,2026-06-23 19:35:30,J004-P3,J004,Hebbal,Market Area,137,19,13.9,Weekday,False,False,0.0,False,False,0.55,29.6,0.12,0.034,0.077,0.963,Ample parking available - standard guidance sufficient
PK619138,2025-04-24 08:12:25,J028-P2,J028,Tumkur Road,Mall Basement,430,83,19.3,Weekday,False,False,0.0,False,False,0.67,37.9,0.15,0.04,0.093,0.96,Ample parking available - standard guidance sufficient
PK619139,2026-05-18 18:22:14,J037-P1,J037,Kadugodi,On-Street Metered,20,19,95.0,Weekday,False,True,7.2,False,True,0.22,250.9,0.79,0.249,0.576,0.893,Lot near capacity - reroute to nearby alternate parking recommended
PK619140,2025-04-23 05:25:33,J006-P2,J006,Tin Factory,Mall Basement,463,80,17.3,Weekday,False,False,0.0,False,False,0.66,44.9,0.11,0.037,0.086,0.963,Ample parking available - standard guidance sufficient
PK619141,2025-01-01 14:50:41,J014-P2,J014,Electronic City Toll,On-Street Metered,84,57,67.9,Weekday,False,False,0.0,False,False,0.52,50.9,0.25,0.07,0.161,0.962,Ample parking available - standard guidance sufficient
PK619142,2025-04-23 18:02:10,J023-P1,J023,Basavanagudi,Market Area,133,24,18.0,Weekday,False,False,0.0,False,False,0.56,40.2,0.16,0.04,0.093,0.955,Ample parking available - standard guidance sufficient
PK619143,2026-06-10 18:06:03,J001-P3,J001,Silk Board,Multi-Level Public,725,725,100.0,Weekday,False,True,65.7,False,True,0.46,519.8,2.21,0.599,1.384,0.781,Lot near capacity - reroute to nearby alternate parking recommended
PK619144,2025-12-20 15:29:10,J032-P3,J032,Richmond Circle,On-Street Metered,53,36,67.9,Weekend,False,False,0.0,False,False,0.56,41.0,0.18,0.04,0.092,0.952,Ample parking available - standard guidance sufficient
PK619145,2025-08-23 07:16:31,J034-P3,J034,Ulsoor,Multi-Level Public,738,73,9.9,Weekend,False,False,0.0,False,False,0.66,43.7,0.16,0.035,0.081,0.973,Ample parking available - standard guidance sufficient
PK619146,2025-07-22 17:48:34,J001-P3,J001,Silk Board,Multi-Level Public,707,565,79.9,Weekday,False,False,0.0,False,False,0.43,112.7,0.48,0.134,0.31,0.966,Lot filling up - real-time slot guidance recommended
PK619147,2025-10-21 18:38:52,J005-P2,J005,Yeshwantpur,On-Street Metered,66,60,90.9,Weekday,True,True,21.2,False,True,0.27,204.8,0.49,0.199,0.461,0.844,Lot filling up - real-time slot guidance recommended
PK619148,2025-08-29 00:44:32,J022-P3,J022,Rajajinagar,Market Area,174,61,35.1,Weekday,False,True,15.6,False,False,0.51,24.8,0.11,0.024,0.056,0.915,Ample parking available - standard guidance sufficient
PK619149,2025-08-12 14:59:46,J034-P3,J034,Ulsoor,Market Area,94,14,14.9,Weekday,False,False,0.0,False,False,0.77,29.9,0.11,0.029,0.066,0.929,Ample parking available - standard guidance sufficient
PK619150,2025-08-04 06:43:07,J024-P2,J024,JP Nagar,Market Area,42,4,9.5,Weekday,False,False,0.0,False,False,0.68,45.4,0.15,0.038,0.088,0.953,Ample parking available - standard guidance sufficient
PK619151,2025-03-19 11:41:27,J002-P3,J002,Marathahalli,Mall Basement,454,155,34.1,Weekday,False,False,0.0,False,False,0.5,25.2,0.07,0.027,0.062,0.967,Ample parking available - standard guidance sufficient
PK619152,2025-03-16 09:01:11,J036-P1,J036,HAL Airport Road,On-Street Metered,24,15,62.5,Weekend,False,False,0.0,False,False,0.53,24.0,0.12,0.038,0.088,0.955,Ample parking available - standard guidance sufficient
PK619153,2026-02-12 02:58:32,J010-P3,J010,Shivajinagar,Mall Basement,470,74,15.7,Weekday,False,False,0.0,False,False,0.79,38.9,0.16,0.038,0.089,0.922,Ample parking available - standard guidance sufficient
PK619154,2025-12-17 08:07:16,J016-P1,J016,Sarjapur Road,Multi-Level Public,714,162,22.7,Weekday,False,False,0.0,False,False,0.59,62.7,0.35,0.074,0.171,0.951,Ample parking available - standard guidance sufficient
PK619155,2026-05-13 10:05:14,J039-P1,J039,KR Market,Mall Basement,380,24,6.3,Weekday,False,False,0.0,False,False,0.64,33.5,0.15,0.03,0.069,0.969,Ample parking available - standard guidance sufficient
PK619156,2025-01-03 13:50:07,J030-P3,J030,MG Road,Office Complex,289,238,82.4,Weekday,False,False,0.0,False,False,0.45,136.1,0.46,0.147,0.34,0.951,Lot filling up - real-time slot guidance recommended
PK619157,2025-11-08 14:02:05,J016-P2,J016,Sarjapur Road,On-Street Metered,42,33,78.6,Weekend,False,False,0.0,False,False,0.48,105.0,0.29,0.091,0.21,0.976,Lot filling up - real-time slot guidance recommended
PK619158,2025-08-29 10:40:23,J009-P3,J009,Majestic,On-Street Metered,20,15,75.0,Weekday,False,True,6.1,False,False,0.26,74.7,0.31,0.083,0.191,0.901,Lot filling up - real-time slot guidance recommended
PK619159,2025-03-08 13:03:29,J020-P2,J020,Malleshwaram Circle,Office Complex,242,81,33.5,Weekend,False,False,0.0,False,False,0.46,28.9,0.1,0.035,0.08,0.99,Ample parking available - standard guidance sufficient
PK619160,2025-12-29 17:46:40,J029-P2,J029,Old Airport Road,Mall Basement,433,274,63.3,Weekday,False,False,0.0,False,False,0.4,58.5,0.18,0.052,0.12,0.99,Ample parking available - standard guidance sufficient
PK619161,2025-02-01 08:16:07,J041-P2,J041,Chalukya Circle,Multi-Level Public,595,60,10.1,Weekend,False,False,0.0,False,False,0.8,25.9,0.07,0.027,0.063,0.952,Ample parking available - standard guidance sufficient
PK619162,2025-11-23 08:23:27,J036-P3,J036,HAL Airport Road,Office Complex,323,10,3.1,Weekend,False,False,0.0,False,False,0.53,20.9,0.08,0.01,0.023,0.965,Ample parking available - standard guidance sufficient
PK619163,2026-06-05 15:04:51,J023-P3,J023,Basavanagudi,Multi-Level Public,749,580,77.4,Weekday,False,True,22.7,False,False,0.42,92.7,0.38,0.101,0.234,0.911,Lot filling up - real-time slot guidance recommended
PK619164,2025-09-24 10:17:37,J034-P3,J034,Ulsoor,Office Complex,295,270,91.5,Weekday,False,True,20.1,False,True,0.45,213.6,0.68,0.223,0.515,0.885,Lot filling up - real-time slot guidance recommended
PK619165,2026-06-21 08:28:20,J033-P2,J033,Trinity Circle,On-Street Metered,68,14,20.6,Weekend,False,False,0.0,False,False,0.57,20.4,0.09,0.024,0.055,0.973,Ample parking available - standard guidance sufficient
PK619166,2025-12-11 14:35:15,J006-P1,J006,Tin Factory,Office Complex,330,299,90.6,Weekday,False,False,0.0,False,True,0.44,202.2,0.85,0.221,0.51,0.941,Lot filling up - real-time slot guidance recommended
PK619167,2025-04-30 20:05:18,J014-P1,J014,Electronic City Toll,Mall Basement,463,323,69.8,Weekday,False,False,0.0,False,False,0.36,55.8,0.18,0.077,0.178,0.985,Ample parking available - standard guidance sufficient
PK619168,2025-06-26 17:54:06,J038-P3,J038,Varthur,Office Complex,275,224,81.5,Weekday,False,False,0.0,False,False,0.49,126.6,0.73,0.171,0.395,0.961,Lot filling up - real-time slot guidance recommended
PK619169,2025-03-30 20:31:22,J033-P3,J033,Trinity Circle,Market Area,160,62,38.8,Weekend,True,False,0.0,False,False,0.51,15.0,0.06,0.021,0.048,0.915,Festival demand surge expected - pre-booking recommended
PK619170,2026-02-01 01:31:59,J014-P3,J014,Electronic City Toll,Multi-Level Public,720,67,9.3,Weekend,False,False,0.0,False,False,0.59,31.9,0.14,0.034,0.079,0.972,Ample parking available - standard guidance sufficient
